MLS,St,Status_Date,P_Type,Address,Municipality,City,Area,CDOM,Price,Bedrooms,Bth,Square_Footage,Acres,Age,Listing_Office_ID,Total_Baths,Full_Baths,Half_Baths,Standardization,RetAddr1,RetAddr2,RetCity,RetState,RetZipCode,RetHyphen,RetPlus4
18023094,S,5/18/2018 0:00,RESI,927 Baintree Lane,Unincorporated,St Louis,168,3,460000,4,4 (3 1),2516,0.37,37,LAUP01,4,3,1,-,927 BAINTREE LN,,ST LOUIS,MO,63011,-,2901
18028716,S,5/25/2018 0:00,RESI,2400 North Ballas,Town And Country,St Louis,168,196,475000,3,3 (3 0),1779,1.14,64,RDKY02,3,3,0,-,2400 N BALLAS,,ST LOUIS,MO,,-,
18016112,S,5/31/2018 0:00,RESI,10 Bellerive Country club,Town And Country,Town and Country,166,43,760000,5,5 (3 2),2905,1.31,58,MANN01,5,3,2,-,10 BELLERIVE COUNTRY CLB,,TWN AND CNTRY,MO,,-,
18017141,S,6/8/2018 0:00,RESI,2125 Bienville,Hazelwood,Hazelwood,48,31,218000,5,4 (3 1),2444,0.23,20,PRMG01,4,3,1,-,2125 BIENVILLE,,HAZELWOOD,MO,,-,
18026153,S,6/15/2018 0:00,RESI,1146 Borden Dr,Florissant,Unincorporated,47,34,130000,3,2 (2 0),1128,0.14,40,PREM01,2,2,0,-,1146 BORDEN DR,,UNINCORPORATD,MO,63031,-,1302
17089772,S,5/25/2018 0:00,RESI,1043 Bridleridge Crossing Spur,Unincorporated,Fenton,349,185,621667,4,4 (3 1),4016,0.26,1,WHLN01,4,3,1,-,1043 BRIDLERIDGE CROSSING SPUR,,FENTON,MO,,-,
17074408,S,4/19/2018 0:00,RESI,267 Buddie Ave,Hazelwood,Hazelwood,63,156,26500,2,1 (1 0),798,0.14,70,BHSP09,1,1,0,-,267 BUDDIE AVE,,HAZELWOOD,MO,63135,-,1016
18008623,S,4/18/2018 0:00,RESI,921 Burgos St,Unincorporated,Unincorporated,46,25,89800,3,2 (2 0),1469,0.56,58,STR 01,2,2,0,-,921 BURGOS ST,,UNINCORPORATD,MO,,-,
18000291,S,6/20/2018 0:00,RESI,29 Chapel Hill Estates,Town And Country,Town and Country,168,118,637500,4,3 (2 1),3051,1,47,BHAL05,3,2,1,-,29 CHAPEL HILL ESTS,,TWN AND CNTRY,MO,,-,
18007717,S,5/4/2018 0:00,RESI,935 Claymark Dr,Town And Country,Town and Country,168,40,740000,5,5 (4 1),3994,1.02,53,KWSW01,5,4,1,-,935 CLAYMARK DR,,TWN AND CNTRY,MO,,-,
17070574,S,4/3/2018 0:00,RESI,824 Courtwood Lane,Unincorporated,St Louis,168,87,610000,4,4 (3 1),3581,0.39,28,CBG 11,4,3,1,-,824 COURTWOOD LN,,ST LOUIS,MO,63011,-,5109
18031299,S,5/21/2018 0:00,RESI,10909 edgecliffe Dr,Unincorporated,Unincorporated,316,22,156750,3,2 (2 0),1200,0.18,61,RMXR04,2,2,0,-,10909 EDGECLIFFE DR,,UNINCORPORATD,MO,63123,-,5937
18032243,S,6/1/2018 0:00,RESI,959 Forest Square Dr,Unincorporated,Unincorporated,168,3,399000,4,2 (2 0),2261,0.22,43,DGER01,2,2,0,-,959 FOREST SQUARE DR,,UNINCORPORATD,MO,63011,-,4202
18037617,S,6/29/2018 0:00,RESI,7123 -7125 Glades Ave,Richmond Heights,St Louis,241,19,163500,2,2 (2 0),1371,0.12,92,CBG 21,2,2,0,-,7123 -7125 GLADES AVE,,ST LOUIS,MO,,-,
18017706,S,4/30/2018 0:00,RESI,6507 Greycliff Heights Dr,Unincorporated,Unincorporated,332,12,478000,4,4 (3 1),3144,0.24,14,EXER01,4,3,1,-,6507 GREYCLIFF HEIGHTS DR,,UNINCORPORATD,MO,,-,
18037580,S,6/19/2018 0:00,RESI,2522 Hackman Dr,Unincorporated,Unincorporated,46,5,99000,3,3 (2 1),1050,0.18,56,SHIL,3,2,1,-,2522 HACKMAN DR,,UNINCORPORATD,MO,,-,
18027274,S,6/15/2018 0:00,RESI,307 Harbour Pointe,Wildwood,St Louis,346,5,347500,4,4 (3 1),2456,0.21,24,CBG 11,4,3,1,-,307 HARBOUR POINTE,,ST LOUIS,MO,,-,
18020317,S,5/8/2018 0:00,RESI,12331 Harflo Lane,Town And Country,Town and Country,168,23,470000,4,3 (3 0),2942,1,65,MCFE01,3,3,0,-,12331 HARFLO LN,,TWN AND CNTRY,MO,63131,-,3114
18007474,S,6/13/2018 0:00,RESI,12626 Jane Denny Lane,Unincorporated,Unincorporated,316,79,430000,2,4 (3 1),1936,0.16,14,RMXR04,4,3,1,-,12626 JANE DENNY LN,,UNINCORPORATD,MO,,-,
18021231,S,5/30/2018 0:00,RESI,1718 June Dr,Unincorporated,Unincorporated,46,23,144500,3,2 (2 0),1711,0.46,66,MGUS01,2,2,0,-,1718 JUNE DR,,UNINCORPORATD,MO,,-,
18003806,S,5/30/2018 0:00,RESI,619 Kehrs Mill,Ballwin,Ballwin,348,44,655000,4,4 (3 1),3825,0.77,3,MANN01,4,3,1,-,619 KEHRS ML,,BALLWIN,MO,,-,
18014609,S,4/16/2018 0:00,RESI,10527 Liberty Trail,Unincorporated,St Louis,316,5,495000,5,4 (3 1),2642,0.39,26,RMXR02,4,3,1,-,10527 LIBERTY TRL,,ST LOUIS,MO,,-,
17096993,S,6/29/2018 0:00,RESI,2088 Maryland Oaks Cir,Maryland Heights,Maryland Heights,166,141,375000,4,3 (2 1),2569,0.13,1,BHSP02,3,2,1,-,2088 MARYLAND OAKS CIR,,MARYLND HGHTS,MO,,-,
17069350,S,4/5/2018 0:00,RESI,2028 Mcmenamy Dr,Unincorporated,Unincorporated,31,147,69900,3,2 (2 0),1009,0.17,63,SHIL,2,2,0,-,2028 MCMENAMY DR,,UNINCORPORATD,MO,,-,
17080347,S,6/19/2018 0:00,RESI,9984 Meadow Ave,Unincorporated,Unincorporated,286,180,82000,3,1 (1 0),1175,0.22,102,LKW 01,1,1,0,-,9984 MEADOW AVE,,UNINCORPORATD,MO,,-,
18016698,S,4/18/2018 0:00,RESI,10911 Mugan Dr,Unincorporated,Unincorporated,316,3,200000,3,3 (2 1),1124,0.5,43,REDF01,3,2,1,-,10911 MUGAN DR,,UNINCORPORATD,MO,63123,-,5914
18013866,S,4/25/2018 0:00,RESI,1642 Muriel,Unincorporated,Unincorporated,46,57,48500,3,2 (1 1),1302,0.34,63,EQTY04,2,1,1,-,1642 MURIEL,,UNINCORPORATD,MO,,-,
18026253,S,5/23/2018 0:00,RESI,8110 Normal Dr,Unincorporated,Unincorporated,271,3,176000,3,2 (1 1),1200,0.19,64,JFMR01,2,1,1,-,8110 NORMAL DR,,UNINCORPORATD,MO,63123,-,2134
17038625,S,6/26/2018 0:00,RESI,12500 South Outer 40,Town And Country,Town and Country,168,348,325000,4,3 (3 0),2344,1.58,42,DIEL01,3,3,0,-,12500 S OUTER 40,,TWN AND CNTRY,MO,,-,
18001683,S,6/7/2018 0:00,RESI,3891 Park Place Estates Dr,Bridgeton,St Louis,76,321,255000,4,3 (2 1),2262,0.22,16,BHAD02,3,2,1,-,3891 PARK PLACE ESTATES DR,,ST LOUIS,MO,63044,-,2948
18020068,S,6/7/2018 0:00,RESI,348 Pebble Acres Dr,Town And Country,Town and Country,167,34,630000,5,4 (3 1),2862,0.85,51,RDKY02,4,3,1,-,348 PEBBLE ACRES DR,,TWN AND CNTRY,MO,,-,
18026350,S,5/21/2018 0:00,RESI,5915 Ponderosa Ct,Unincorporated,Unincorporated,331,3,321000,4,3 (3 0),1682,0.23,42,JONA01,3,3,0,-,5915 PONDEROSA CT,,UNINCORPORATD,MO,,-,
18006689,S,6/21/2018 0:00,RESI,13550 River Forest Place,Unincorporated,Unincorporated,331,111,600000,4,6 (4 2),3559,0.55,25,BHSP11,6,4,2,-,13550 RIVER FOREST PL,,UNINCORPORATD,MO,,-,
17090255,S,4/26/2018 0:00,RESI,6 Roclare Lane,Town And Country,Town and Country,168,129,1850000,5,8 (5 3),5742,1,3,CBG 11,8,5,3,-,6 ROCLARE LN,,TWN AND CNTRY,MO,63131,-,1129
18035430,S,6/20/2018 0:00,RESI,119 Seminary Ct,Hazelwood,Hazelwood,48,12,262000,3,3 (2 1),2170,0.37,35,MAGN01,3,2,1,-,119 SEMINARY CT,,HAZELWOOD,MO,63031,-,6521
18008334,S,4/20/2018 0:00,RESI,1705 Shallowbrook Dr,Unincorporated,Unincorporated,166,24,265000,5,3 (3 0),1644,0.26,50,RDKY02,3,3,0,-,1705 SHALLOWBROOK DR,,UNINCORPORATD,MO,,-,
18008889,S,4/23/2018 0:00,RESI,328 Stonecrest Ct,Chesterfield,St Louis,167,19,342000,4,3 (2 1),2132,0.43,52,WBRS01,3,2,1,-,328 STONECREST CT,,ST LOUIS,MO,63017,-,3027
18022488,S,6/22/2018 0:00,RESI,13688 Sturbridge Rd,Town And Country,Town and Country,168,66,875000,5,5 (4 1),3426,1.37,3,EXRL01,5,4,1,-,13688 STURBRIDGE RD,,TWN AND CNTRY,MO,63131,-,1622
18027237,S,5/30/2018 0:00,RESI,322 Sunway Lane,Town And Country,Town and Country,167,14,800000,3,5 (3 2),2915,0.79,48,MANN01,5,3,2,-,322 SUNWAY LN,,TWN AND CNTRY,MO,,-,
18001634,S,4/4/2018 0:00,RESI,13227 Tablerock Dr,Unincorporated,Unincorporated,169,80,275000,2,1 (1 0),1040,1.02,108,CBPR01,1,1,0,-,13227 TABLEROCK DR,,UNINCORPORATD,MO,,-,
18010836,S,4/12/2018 0:00,RESI,13134 Thornhill Dr,Town And Country,Town and Country,168,5,638000,4,5 (4 1),3212,1.19,45,BHAL02,5,4,1,-,13134 THORNHILL DR,,TWN AND CNTRY,MO,63131,-,1717
18022087,S,5/8/2018 0:00,RESI,5128 Weber Road,Unincorporated,Unincorporated,271,2,134000,3,1 (1 0),1040,0.18,62,ZMRT01,1,1,0,-,5128 WEBER RD,,UNINCORPORATD,MO,63123,-,5620
18006472,S,4/20/2018 0:00,RESI,13517 Weston Park,Town And Country,Town and Country,168,51,1264695,4,6 (4 2),4545,1.02,31,HMBR01,6,4,2,-,13517 WESTON PARK,,TWN AND CNTRY,MO,,-,
18059476,S,9/28/2018 0:00,RESI,130 West Arlee,Unincorporated,Unincorporated,301,31,92000,2,1 (1 0),720,0.12,92,EXER01,1,1,0,-,130 W ARLEE,,UNINCORPORATD,MO,,-,
18075541,S,9/20/2018 0:00,RESI,115 Ballas Ct,Town And Country,Town and Country,168,0,734000,5,5 (4 1),4090,1.01,61,CBPR01,5,4,1,-,115 BALLAS CT,,TWN AND CNTRY,MO,63131,-,3037
18039983,S,8/16/2018 0:00,RESI,2451 Barrett Heights Dr,Des Peres,Des Peres,169,48,449000,4,4 (3 1),2800,0.39,22,CBPR01,4,3,1,-,2451 BARRETT HEIGHTS DR,,DES PERES,MO,63021,-,5895
18048195,S,7/20/2018 0:00,RESI,140 Behlmann Meadows Way,Unincorporated,St Louis,47,1,205000,4,3 (2 1),1793,0.2,14,RMXR01,3,2,1,-,140 BEHLMANN MEADOWS WAY,,ST LOUIS,MO,63034,-,2863
18055667,S,8/27/2018 0:00,RESI,9 Bon Price,Olivette,St Louis,151,8,178000,3,3 (2 1),1888,0.3,64,RLXG01,3,2,1,-,9 BON PRICE,,ST LOUIS,MO,,-,
18042660,S,7/20/2018 0:00,RESI,1070 Bridleridge Crossing Spur,Unincorporated,Unincorporated,349,8,495000,3,3 (3 0),2340,0.55,10,RXSB01,3,3,0,-,1070 BRIDLERIDGE CROSSING SPUR,,UNINCORPORATD,MO,,-,
18028427,S,8/29/2018 0:00,RESI,1018 Bridleridge Crossing Spur,Unincorporated,Unincorporated,349,79,665000,5,5 (4 1),3633,0.25,3,ODGR01,5,4,1,-,1018 BRIDLERIDGE CROSSING SPUR,,UNINCORPORATD,MO,,-,
18013786,S,8/30/2018 0:00,RESI,1062 Bridleridge Crossing Spur,Unincorporated,Unincorporated,349,127,415000,4,3 (2 1),3402,0.37,10,CBPR01,3,2,1,-,1062 BRIDLERIDGE CROSSING SPUR,,UNINCORPORATD,MO,,-,
18034417,S,7/25/2018 0:00,RESI,140 -140 A Calverton Rd,Calverton Park,St Louis,63,42,215000,3,2 (1 1),1722,1.72,67,CBG 31,2,1,1,-,140 -140 A CALVERTON RD,,ST LOUIS,MO,,-,
18054655,S,8/16/2018 0:00,RESI,2121 Cliff Cave Crossing Ct,Unincorporated,Unincorporated,332,3,305000,4,3 (2 1),2488,0.2,29,CBG 12,3,2,1,-,2121 CLIFF CAVE CROSSING CT,,UNINCORPORATD,MO,,-,
18037939,S,7/10/2018 0:00,RESI,15 Concord Lane,Unincorporated,Concord Village,316,8,435500,3,3 (3 0),2539,0.58,67,KWSW01,3,3,0,-,15 CONCORD LN,,CONCORD VLLGE,MO,,-,
18007130,S,7/13/2018 0:00,RESI,12995 Fiddle Creek Lane,Town And Country,Town and Country,168,102,935000,7,8 (7 1),5716,1.15,40,JJNR01,8,7,1,-,12995 FIDDLE CREEK LN,,TWN AND CNTRY,MO,63131,-,1721
18054725,S,9/24/2018 0:00,RESI,2431 Fowler Ave,Unincorporated,Unincorporated,91,13,94000,2,1 (1 0),929,0.26,80,DFR 01,1,1,0,-,2431 FOWLER AVE,,UNINCORPORATD,MO,,-,
18053895,S,9/19/2018 0:00,RESI,12023 Gardengate Dr,Unincorporated,Unincorporated,166,66,243000,3,3 (3 0),1480,0.29,52,MCAR01,3,3,0,-,12023 GARDENGATE DR,,UNINCORPORATD,MO,,-,
18054090,S,7/16/2018 0:00,RESI,394 Genoa Dr,Ballwin,Unincorporated,169,0,197900,4,3 (2 1),2125,0.18,50,RDKY03,3,2,1,-,394 GENOA DR,,UNINCORPORATD,MO,63021,-,6408
17095110,S,7/13/2018 0:00,RESI,4 Gimlin Place,Unincorporated,Unincorporated,46,51,60000,3,1 (1 0),1351,1.2,64,GANE01,1,1,0,-,4 GIMLIN PL,,UNINCORPORATD,MO,,-,
18050137,S,9/6/2018 0:00,RESI,1387 Glenlea Dr,Maryland Heights,St Louis,166,3,231900,3,2 (2 0),1590,0.19,45,CBPR02,2,2,0,-,1387 GLENLEA DR,,ST LOUIS,MO,,-,
18053270,S,9/18/2018 0:00,RESI,8 Green Garden Dr,Unincorporated,St Louis,76,13,205000,4,3 (2 1),1736,0.4,56,BHSP02,3,2,1,-,8 GREEN GARDEN DR,,ST LOUIS,MO,,-,
18052969,S,8/31/2018 0:00,RESI,4642 Hannover Ave,Unincorporated,Unincorporated,286,9,135000,3,2 (1 1),1094,0.06,22,PLAT01,2,1,1,-,4642 HANNOVER AVE,,UNINCORPORATD,MO,63123,-,5819
18035912,S,9/21/2018 0:00,RESI,2413 Harbor Landing Cir,Unincorporated,St Louis,46,101,175999,3,4 (3 1),2200,0.16,11,KWSW01,4,3,1,-,2413 HARBOR LANDING CIR,,ST LOUIS,MO,,-,
18056364,S,8/31/2018 0:00,RESI,4745 Heidelberg,Unincorporated,Unincorporated,286,14,65000,1,1 (1 0),708,0.08,109,SLAY01,1,1,0,-,4745 HEIDELBERG,,UNINCORPORATD,MO,,-,
18062602,S,9/13/2018 0:00,RESI,1133 Hutchinson Way Place,Hazelwood,Hazelwood,48,5,239000,4,4 (3 1),2356,0.21,32,MAGN01,4,3,1,-,1133 HUTCHINSON WAY PL,,HAZELWOOD,MO,63031,-,8521
18065593,S,9/21/2018 0:00,RESI,2134 Jannette,Unincorporated,Unincorporated,63,0,27000,3,2 (2 0),1009,0.24,62,RLXG01,2,2,0,-,2134 JANNETTE,,UNINCORPORATD,MO,,-,
18051005,S,7/24/2018 0:00,RESI,12850 Kent Manor Dr,Town And Country,Town and Country,168,1,550000,5,6 (3 3),2889,1.34,46,CBPR01,6,3,3,-,12850 KENT MANOR DR,,TWN AND CNTRY,MO,63131,-,1415
18036428,S,7/31/2018 0:00,RESI,8856 South Laclede Station Rd,Unincorporated,Unincorporated,271,29,257000,4,3 (3 0),2314,0.19,48,SNRE,3,3,0,-,8856 S LACLEDE STATION RD,,UNINCORPORATD,MO,63123,-,3029
18046948,S,7/24/2018 0:00,RESI,10 Lauder Court Ct,Unincorporated,Unincorporated,166,1,167000,3,2 (2 0),1541,0.18,57,RDKY03,2,2,0,-,10 LAUDER COURT CT,,UNINCORPORATD,MO,,-,
18037067,S,8/24/2018 0:00,RESI,4602 Lodgewood Lane,Unincorporated,Unincorporated,331,113,175000,3,3 (3 0),1226,0.3,40,BHAL02,3,3,0,-,4602 LODGEWOOD LN,,UNINCORPORATD,MO,,-,
18045737,S,8/27/2018 0:00,RESI,1131 Maple Ave #A,Unincorporated,Hazelwood,46,51,54650,3,1 (1 0),1000,0.08,32,MADA01,1,1,0,-,1131 MAPLE AVE,# A,HAZELWOOD,MO,,-,
18005032,S,8/31/2018 0:00,RESI,13402 Mason Grove Lane,Town And Country,Town and Country,168,132,1650000,4,7 (5 2),6039,1,17,CBG 11,7,5,2,-,13402 MASON GROVE LN,,TWN AND CNTRY,MO,,-,
18047287,S,8/27/2018 0:00,RESI,1632 South Mason Road,Town And Country,Town and Country,168,21,1388000,6,6 (4 2),4830,0.87,19,RMST03,6,4,2,-,1632 S MASON RD,,TWN AND CNTRY,MO,63131,-,1215
18032948,S,8/17/2018 0:00,RESI,1845 Nettlecreek Dr,Town And Country,Town and Country,168,31,560000,4,3 (2 1),2668,1.09,55,CBG 15,3,2,1,-,1845 NETTLECREEK DR,,TWN AND CNTRY,MO,63131,-,1506
17079940,S,7/18/2018 0:00,RESI,4335 NORTHPOINT Cir,Unincorporated,Unincorporated,331,167,239900,3,2 (2 0),1658,0.15,12,RMST02,2,2,0,-,4335 NORTHPOINT CIR,,UNINCORPORATD,MO,,-,
18050898,S,8/24/2018 0:00,RESI,1417 Oakhall Manor Ct,Unincorporated,Unincorporated,169,8,338000,4,3 (2 1),2271,0.25,33,BSRL01,3,2,1,-,1417 OAKHALL MANOR CT,,UNINCORPORATD,MO,63021,-,7592
18062431,S,8/8/2018 0:00,RESI,13600 Peacockfarm,Town And Country,Town and Country,168,0,550000,5,4 (3 1),3238,0.81,49,RXSB01,4,3,1,-,13600 PEACOCKFARM,,TWN AND CNTRY,MO,,-,
18063306,S,9/25/2018 0:00,RESI,1341 Petite Dr,Unincorporated,Unincorporated,46,1,84000,3,2 (1 1),1170,0.17,57,STR 01,2,1,1,-,1341 PETITE DR,,UNINCORPORATD,MO,,-,
18050861,S,8/9/2018 0:00,RESI,2118 Pincian Dr,Fenton,Unincorporated,349,1,155000,2,1 (1 0),768,0.17,55,KWRC01,1,1,0,-,2118 PINCIAN DR,,UNINCORPORATD,MO,63026,-,2141
18048920,S,7/30/2018 0:00,RESI,801 Posthorn Dr,Manchester,St Louis,169,12,395000,4,3 (3 0),1965,0.3,48,TVGM01,3,3,0,-,801 POSTHORN DR,,ST LOUIS,MO,63021,-,7517
18044205,S,7/30/2018 0:00,RESI,10261 Quail Run Dr,Unincorporated,Unincorporated,316,18,239000,4,2 (2 0),1742,0.26,9,BHSP01,2,2,0,-,10261 QUAIL RUN DR,,UNINCORPORATD,MO,,-,
18003803,S,7/2/2018 0:00,RESI,1535 Redman Blvd,Hazelwood,Unincorporated,46,131,55500,3,2 (1 1),900,0.17,54,MGUS01,2,1,1,-,1535 REDMAN BLVD,,UNINCORPORATD,MO,,-,
18016407,S,9/6/2018 0:00,RESI,3831 Salvation Rd,Unincorporated,St Louis,47,153,145000,3,3 (3 0),1212,0.19,32,REGA01,3,3,0,-,3831 SALVATION RD,,ST LOUIS,MO,63034,-,2063
18064068,S,9/6/2018 0:00,RESI,795 Southwell Lane,Florissant,St Louis,48,4,43500,2,1 (1 0),759,0.08,60,XPRS01,1,1,0,-,795 SOUTHWELL LN,,ST LOUIS,MO,63031,-,7258
18041482,S,7/17/2018 0:00,RESI,12772 Spruce Pond Dr,Town And Country,Town and Country,168,5,712500,4,5 (3 2),3212,1.07,41,CBG 15,5,3,2,-,12772 SPRUCE POND DR,,TWN AND CNTRY,MO,63131,-,1118
18046706,S,7/6/2018 0:00,RESI,9414 -9416 Stansberry Ave,Woodson Terrace,St Louis,91,3,67000,2,2 (2 0),1344,0.2,56,BHAL06,2,2,0,-,9414 -9416 STANSBERRY AVE,,ST LOUIS,MO,,-,
18049752,S,9/12/2018 0:00,RESI,13003 Starbuck Rd,Town And Country,Town and Country,168,0,800000,4,5 (3 2),3728,1.02,37,CBG 11,5,3,2,-,13003 STARBUCK RD,,TWN AND CNTRY,MO,,-,
18035219,S,9/6/2018 0:00,RESI,4606 Starview,Unincorporated,Unincorporated,331,11,580000,4,4 (4 0),3721,0.67,20,LXMB,4,4,0,-,4606 STARVIEW,,UNINCORPORATD,MO,,-,
18026543,S,9/10/2018 0:00,RESI,12923 South Topping Estates Dr,Town And Country,Town and Country,168,82,700000,4,4 (4 0),3682,1,60,CBG 11,4,4,0,-,12923 S TOPPING ESTATES DR,,TWN AND CNTRY,MO,63131,-,1300
18026201,S,9/18/2018 0:00,RESI,505 UC Leonard Ave,Rock Hill,St Louis,256,375,576318,4,3 (2 1),2759,0.21,0,KWRC01,3,2,1,-,505 UC LEONARD AVE,,ST LOUIS,MO,,-,
17071751,S,9/17/2018 0:00,RESI,1823 North Warson Rd,Unincorporated,Unincorporated,76,280,71500,2,1 (1 0),1056,0.22,67,RLXG01,1,1,0,-,1823 N WARSON RD,,UNINCORPORATD,MO,63114,-,2016
18044338,S,7/26/2018 0:00,RESI,1127 Westmoor Place,Town And Country,Town and Country,168,9,540000,4,3 (2 1),2722,1.07,50,CBG 11,3,2,1,-,1127 WESTMOOR PL,,TWN AND CNTRY,MO,,-,
18062312,S,9/17/2018 0:00,RESI,1115 Westmoor Place,Town And Country,Town and Country,168,17,792000,4,4 (3 1),3098,1.1,53,CBG 11,4,3,1,-,1115 WESTMOOR PL,,TWN AND CNTRY,MO,,-,
18039941,S,8/10/2018 0:00,RESI,15972 Wetherburn,Ballwin,Ballwin,348,62,493000,5,4 (3 1),2832,0.44,35,CBG 11,4,3,1,-,15972 WETHERBURN,,BALLWIN,MO,,-,
18029762,S,9/14/2018 0:00,RESI,13069 Wheatfield Farm Rd,Town And Country,Town and Country,168,134,860000,4,4 (3 1),3741,1,36,BHSP04,4,3,1,-,13069 WHEATFIELD FARM RD,,TWN AND CNTRY,MO,,-,
18066132,S,10/4/2018 0:00,RESI,4220 Ashwick Terr,Unincorporated,Unincorporated,316,5,249900,3,3 (2 1),1508,0.23,55,TMLR01,3,2,1,-,4220 ASHWICK TER,,UNINCORPORATD,MO,,-,
18072210,S,12/21/2018 0:00,RESI,835 Brentford Dr,Unincorporated,Unincorporated,331,52,210000,3,3 (3 0),1360,0.59,62,KWSW01,3,3,0,-,835 BRENTFORD DR,,UNINCORPORATD,MO,,-,
18079942,S,12/27/2018 0:00,RESI,5112 Carriage Trace Dr,Unincorporated,Unincorporated,331,73,360000,3,3 (2 1),2418,0.34,33,TMLR01,3,2,1,-,5112 CARRIAGE TRACE DR,,UNINCORPORATD,MO,,-,
18076311,S,12/3/2018 0:00,RESI,633 Crofton Circle Ct,Ballwin,Unincorporated,169,28,276800,4,3 (2 1),1908,0.38,33,MCFE01,3,2,1,-,633 CROFTON CIRCLE CT,,UNINCORPORATD,MO,63021,-,8087
18065629,S,12/14/2018 0:00,RESI,938 Delvin Dr,Town And Country,Town and Country,168,86,965000,4,6 (4 2),4285,1.03,32,CBG 11,6,4,2,-,938 DELVIN DR,,TWN AND CNTRY,MO,,-,
18088817,S,12/28/2018 0:00,RESI,4112 Forder Circle Dr,Unincorporated,Unincorporated,332,16,319000,3,2 (2 0),2039,0.17,13,SORC01,2,2,0,-,4112 FORDER CIRCLE DR,,UNINCORPORATD,MO,,-,
18063486,S,11/28/2018 0:00,RESI,2200 Glencannon Ct,Unincorporated,Unincorporated,91,67,81150,3,1 (1 0),884,0.17,58,CBG 24,1,1,0,-,2200 GLENCANNON CT,,UNINCORPORATD,MO,63114,-,1923
18051256,S,10/12/2018 0:00,RESI,12847 Hickory Woods Dr,Town And Country,Town and Country,168,60,700000,4,7 (4 3),4244,1,31,CBPR01,7,4,3,-,12847 HICKORY WOODS DR,,TWN AND CNTRY,MO,63131,-,1828
18028170,S,10/15/2018 0:00,RESI,1132 Highland Pointe Dr,Town And Country,Town and Country,168,148,1665000,4,6 (4 2),5536,1,25,CBG 11,6,4,2,-,1132 HIGHLAND POINTE DR,,TWN AND CNTRY,MO,,-,
18051812,S,11/20/2018 0:00,RESI,816 Holiday Ave,Hazelwood,St Louis,48,108,97900,3,2 (1 1),912,0.17,59,BHSP09,2,1,1,-,816 HOLIDAY AVE,,ST LOUIS,MO,63042,-,3324
18069893,S,11/30/2018 0:00,RESI,5249 Hollow Wood Ct,Unincorporated,Unincorporated,331,23,365500,2,3 (3 0),1738,0.19,10,RMXG01,3,3,0,-,5249 HOLLOW WOOD CT,,UNINCORPORATD,MO,,-,
18074744,S,11/30/2018 0:00,RESI,1658 Kappel Dr,Unincorporated,Unincorporated,31,51,31000,3,1 (1 0),912,0.24,67,SNRE,1,1,0,-,1658 KAPPEL DR,,UNINCORPORATD,MO,,-,
18078597,S,12/17/2018 0:00,RESI,13478 Land O Woods Dr,Chesterfield,Chesterfield,167,26,409000,4,3 (2 1),2868,0.36,20,BHAL02,3,2,1,-,13478 LAND O WOODS DR,,CHESTERFIELD,MO,,-,
18081705,S,11/21/2018 0:00,RESI,4759 Langtree Dr,Unincorporated,Unincorporated,316,13,170000,3,2 (2 0),1474,0.18,52,EXSL01,2,2,0,-,4759 LANGTREE DR,,UNINCORPORATD,MO,,-,
18056604,S,10/5/2018 0:00,RESI,11225 Monte Carlo Dr,Unincorporated,Unincorporated,316,29,147500,3,3 (2 1),1215,0.26,51,RDKY02,3,2,1,-,11225 MONTE CARLO DR,,UNINCORPORATD,MO,,-,
18038237,S,11/19/2018 0:00,RESI,4541 Mellowlight Dr,Unincorporated,Unincorporated,332,7,247500,4,3 (2 1),1844,0.3,53,BHAD01,3,2,1,-,4541 MELLOWLIGHT DR,,UNINCORPORATD,MO,,-,
18060002,S,11/15/2018 0:00,RESI,57 Muirfield Ct,Town And Country,Town and Country,166,44,935000,5,6 (4 2),4966,1,41,DIEL01,6,4,2,-,57 MUIRFIELD CT,,TWN AND CNTRY,MO,,-,
18063192,S,11/16/2018 0:00,RESI,27 Muirfield Lane,Town And Country,Town and Country,166,61,800000,4,4 (4 0),3655,1.01,50,CBG 11,4,4,0,-,27 MUIRFIELD LN,,TWN AND CNTRY,MO,,-,
18065371,S,10/25/2018 0:00,RESI,8 Old Jamestown Ct,Unincorporated,Unincorporated,47,13,300000,3,3 (2 1),2232,3.93,34,CBG 24,3,2,1,-,8 OLD JAMESTOWN CT,,UNINCORPORATD,MO,,-,
18071020,S,11/5/2018 0:00,RESI,233 Perthshire,Unincorporated,Unincorporated,31,25,20500,3,1 (1 0),816,0.17,64,WREN02,1,1,0,-,233 PERTHSHIRE,,UNINCORPORATD,MO,,-,
18073294,S,11/20/2018 0:00,RESI,6309 Prickly Pear Ct,Unincorporated,Pacific,346,211,399900,4,3 (2 1),3576,5.12,26,PMIR03,3,2,1,-,6309 PRICKLY PEAR CT,,PACIFIC,MO,,-,
18070105,S,12/12/2018 0:00,RESI,233 Reasor,Hazelwood,Hazelwood,63,96,17200,1,1 (1 0),528,0.14,88,MADA01,1,1,0,-,233 REASOR,,HAZELWOOD,MO,,-,
18057312,S,10/16/2018 0:00,RESI,1321 Red River Dr,Unincorporated,Hazelwood,46,10,87455,3,2 (1 1),800,0.2,41,BHSP13,2,1,1,-,1321 RED RIVER DR,,HAZELWOOD,MO,,-,
